Address,ChildListingUrl,ChildListings,Description,DispensaryName,Email,Facebook,Friday,Instagram,ListingUrl,Listings,Monday,Phone,Saturday,State,StoreUrl,Sunday,Thursday,Tuesday,Twitter,Type,Website,Wednesday,latitude,longitude
,https://weedmaps.com/dispensaries/in/united-states/arizona/navajo-county,Navajo County,,,,,,,https://weedmaps.com/dispensaries/in/united-states/arizona,Arizona,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/arizona/nogales-rio-rico,Nogales / Rio Rico,,,,,,,https://weedmaps.com/dispensaries/in/united-states/arizona,Arizona,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/arizona/north-phoenix,North Phoenix,,,,,,,https://weedmaps.com/dispensaries/in/united-states/arizona,Arizona,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/arizona/page,Page,,,,,,,https://weedmaps.com/dispensaries/in/united-states/arizona,Arizona,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/arizona/payson,Payson,,,,,,,https://weedmaps.com/dispensaries/in/united-states/arizona,Arizona,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/arizona/west-phoenix,Phoenix,,,,,,,https://weedmaps.com/dispensaries/in/united-states/arizona,Arizona,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/arizona/prescott,Prescott,,,,,,,https://weedmaps.com/dispensaries/in/united-states/arizona,Arizona,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/arizona/safford-clifton,Safford / Clifton,,,,,,,https://weedmaps.com/dispensaries/in/united-states/arizona,Arizona,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/arizona/east-phoenix,Tempe / Scottsdale,,,,,,,https://weedmaps.com/dispensaries/in/united-states/arizona,Arizona,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/arizona/tucson,Tucson,,,,,,,https://weedmaps.com/dispensaries/in/united-states/arizona,Arizona,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/arizona/wickenburg,Wickenburg,,,,,,,https://weedmaps.com/dispensaries/in/united-states/arizona,Arizona,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/arizona/yuma--2,Yuma,,,,,,,https://weedmaps.com/dispensaries/in/united-states/arizona,Arizona,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/alaska/anchorage,Anchorage,,,,,,,https://weedmaps.com/dispensaries/in/united-states/alaska,Alaska,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/alaska/denali,Denali,,,,,,,https://weedmaps.com/dispensaries/in/united-states/alaska,Alaska,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/alaska/fairbanks,Fairbanks,,,,,,,https://weedmaps.com/dispensaries/in/united-states/alaska,Alaska,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/alaska/girdwood,Girdwood,,,,,,,https://weedmaps.com/dispensaries/in/united-states/alaska,Alaska,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/alaska/juneau,Juneau,,,,,,,https://weedmaps.com/dispensaries/in/united-states/alaska,Alaska,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/alaska/kenai,Kenai,,,,,,,https://weedmaps.com/dispensaries/in/united-states/alaska,Alaska,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/alaska/ketchikan,Ketchikan,,,,,,,https://weedmaps.com/dispensaries/in/united-states/alaska,Alaska,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/alaska/mat-su-valley,Mat-Su Valley,,,,,,,https://weedmaps.com/dispensaries/in/united-states/alaska,Alaska,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/alaska/gnome,Nome,,,,,,,https://weedmaps.com/dispensaries/in/united-states/alaska,Alaska,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/alaska/petersburg,Petersburg,,,,,,,https://weedmaps.com/dispensaries/in/united-states/alaska,Alaska,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/alaska/sitka,Sitka,,,,,,,https://weedmaps.com/dispensaries/in/united-states/alaska,Alaska,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/georgia/athens,"Athens, GA",,,,,,,https://weedmaps.com/dispensaries/in/united-states/georgia,Georgia,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/georgia/atlanta-georgia,"Atlanta, GA",,,,,,,https://weedmaps.com/dispensaries/in/united-states/georgia,Georgia,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/alaska/skagway,Skagway,,,,,,,https://weedmaps.com/dispensaries/in/united-states/alaska,Alaska,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/alaska/valdez,Valdez,,,,,,,https://weedmaps.com/dispensaries/in/united-states/alaska,Alaska,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/california/5-cities,5 Cities,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california,California,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/california/san-gabriel-valley,Alhambra / Rosemead / El Monte,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california,California,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/california/aliso-viejolaguna-beach,Aliso Viejo / Laguna Niguel,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california,California,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/california/amador-county,Amador County,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california,California,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/california/anaheim,Anaheim,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california,California,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/california/anaheim-hills-orange,Anaheim Hills / Orange,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california,California,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/california/antelope-valley,Antelope Valley,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california,California,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/california/antioch,Antioch,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california,California,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/california/anza,Anza / Idyllwild / Aguanga,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california,California,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/california/apple-valley,Apple Valley,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california,California,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/california/arcadia-monrovia,Arcadia / Monrovia,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california,California,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/california/arden-arcade-carmichael,Arden-Arcade / Carmichael,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california,California,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/california/arnold,Arnold,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california,California,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/california/auburn-grass-valley,Auburn / Grass Valley,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california,California,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/california/azusa-glendora,Azusa / Glendora,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california,California,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/california/bakersfield,Bakersfield,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california,California,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/california/barstowneedles,Barstow,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california,California,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/california/beach-cities-brands,Beach Cities Brands,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california,California,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/california/beaumont-banning,Beaumont / Banning,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california,California,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/california/berkeley,Berkeley,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california,California,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/california/big-bear-mtn-resorts,Big Bear Lake,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california,California,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/california/bloomington-rialto-colton,Bloomington / Rialto / Colton,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california,California,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/california/la-habra,Brea / La Habra,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california,California,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/california/burbank,Burbank,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california,California,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/california/calaveras-county,Calaveras County,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california,California,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/california/san-jose-southcampbell,Campbell / Cupertino,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california,California,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/california/carlsbad,Carlsbad,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california,California,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/california/carpinteria,Carpinteria,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california,California,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/california/catalina-island,Catalina Island,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california,California,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/california/central-california-brands,Central California Brands,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california,California,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/california/central-la,Central LA,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california,California,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/california/cerritos,Cerritos,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california,California,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/california/chico,Chico,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california,California,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/california/chino,Chino,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california,California,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/california/south-bay-sd,Chula Vista / National City,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california,California,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/california/citrus-heights-orangevale,Citrus Heights / Orangevale,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california,California,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/california/mesa,Clairemont Kearny,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california,California,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/california/clearlake,Clearlake,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california,California,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/california/clovis,Clovis,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california,California,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/california/compton,Compton / Bellflower,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california,California,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/california/coronanorco,Corona / Norco,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california,California,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/california/beach-cities,Costa Mesa,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california,California,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/california/covina,Covina,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california,California,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/california/crescent-city,Crescent City,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california,California,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/california/culver-city,Culver City,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california,California,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/california/dana-point,Dana Point,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california,California,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/california/danville-san-ramon,Danville / San Ramon,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california,California,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/florida/boca-raton,Boca Raton,,,,,,,https://weedmaps.com/dispensaries/in/united-states/florida,Florida,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/california/davis,Davis,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california,California,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/california/del-mar,Del Mar,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california,California,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/california/downtown-la,Downtown LA,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california,California,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/california/central-coast-brands/san-fernando-valley--2/san-fernando-valley-brands/los-angeles/downtown-la-brands,Downtown LA Brands,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california,California,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/california/downtown-long-beach,Downtown Long Beach,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california,California,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/california/dublin-pleasanton,Dublin / Pleasanton,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california,California,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/california/east-bay,East Bay,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california,California,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/california/east-la,East LA,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california,California,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/california/el-cajon,El Cajon,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california,California,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/california/imperial-county,El Centro,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california,California,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/california/elk-grove,Elk Grove,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california,California,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/florida/daytona-beach,Daytona Beach,,,,,,,https://weedmaps.com/dispensaries/in/united-states/florida,Florida,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/florida/fort-lauderdale,Fort Lauderdale,,,,,,,https://weedmaps.com/dispensaries/in/united-states/florida,Florida,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/florida/fort-myers,Fort Myers,,,,,,,https://weedmaps.com/dispensaries/in/united-states/florida,Florida,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/florida/fort-walton-beach,Fort Walton Beach,,,,,,,https://weedmaps.com/dispensaries/in/united-states/florida,Florida,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/florida/gainesville,Gainesville,,,,,,,https://weedmaps.com/dispensaries/in/united-states/florida,Florida,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/florida/jacksonville,Jacksonville,,,,,,,https://weedmaps.com/dispensaries/in/united-states/florida,Florida,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/florida/key-largo-florida,Key Largo,,,,,,,https://weedmaps.com/dispensaries/in/united-states/florida,Florida,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/florida/key-west,Key West,,,,,,,https://weedmaps.com/dispensaries/in/united-states/florida,Florida,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/florida/lakeland,Lakeland,,,,,,,https://weedmaps.com/dispensaries/in/united-states/florida,Florida,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/florida/miami,Miami,,,,,,,https://weedmaps.com/dispensaries/in/united-states/florida,Florida,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/florida/new-port-richey,New Port Richey,,,,,,,https://weedmaps.com/dispensaries/in/united-states/florida,Florida,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/florida/ocala,Ocala,,,,,,,https://weedmaps.com/dispensaries/in/united-states/florida,Florida,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/california/north-san-diego,Encinitas,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california,California,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/california/encino--2,Encino,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california,California,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/california/eureka,Eureka,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california,California,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/california/fairfield,Fairfield,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california,California,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/florida/orlando,Orlando,,,,,,,https://weedmaps.com/dispensaries/in/united-states/florida,Florida,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/florida/palm-bay,Palm Bay,,,,,,,https://weedmaps.com/dispensaries/in/united-states/florida,Florida,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/florida/panama-city,Panama City,,,,,,,https://weedmaps.com/dispensaries/in/united-states/florida,Florida,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/florida/pensacola,Pensacola,,,,,,,https://weedmaps.com/dispensaries/in/united-states/florida,Florida,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/florida/port-charlotte,Port Charlotte,,,,,,,https://weedmaps.com/dispensaries/in/united-states/florida,Florida,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/florida/port-st-lucie,Port St. Lucie,,,,,,,https://weedmaps.com/dispensaries/in/united-states/florida,Florida,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/florida/sarasota,Sarasota,,,,,,,https://weedmaps.com/dispensaries/in/united-states/florida,Florida,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/florida/st-augustine,St. Augustine,,,,,,,https://weedmaps.com/dispensaries/in/united-states/florida,Florida,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/california/fallbrook,Fallbrook,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california,California,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/california/fontana,Fontana,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california,California,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/california/fort-bragg,Fort Bragg,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california,California,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/california/frazier-park,Frazier Park,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california,California,,,,United States,,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/california/fremont-milpitas-union-city,Fremont / Milpitas / Union City,,,,,,,https://weedmaps.com/dispensaries/in/united-states/california,California,,,,United States,,,,,,,,,,
